
---------- Begin Simulation Statistics ----------
simSeconds                                   1.105070                       # Number of seconds simulated (Second)
simTicks                                 1105069536000                       # Number of ticks simulated (Tick)
finalTick                                1336749673750                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   2026.90                       # Real time elapsed on the host (Second)
hostTickRate                                545201496                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                  408000432                       # Number of bytes of host memory used (Byte)
simInsts                                    173909152                       # Number of instructions simulated (Count)
simOps                                      176954467                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    85801                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      87303                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu_cluster.clk_domain.clock               250                       # Clock period in ticks (Tick)
system.cpu_cluster.cpus.numCycles          4420278124                       # Number of cpu cycles simulated (Cycle)
system.cpu_cluster.cpus.cpi                 25.413183                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu_cluster.cpus.ipc                  0.039350                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu_cluster.cpus.numWorkItemsStarted            0                       # Number of work items this cpu started (Count)
system.cpu_cluster.cpus.numWorkItemsCompleted            0                       # Number of work items this cpu completed (Count)
system.cpu_cluster.cpus.instsAdded          177673646                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu_cluster.cpus.nonSpecInstsAdded       105027                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu_cluster.cpus.instsIssued         177680944                       # Number of instructions issued (Count)
system.cpu_cluster.cpus.squashedInstsIssued        60428                       # Number of squashed instructions issued (Count)
system.cpu_cluster.cpus.squashedInstsExamined       824206                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu_cluster.cpus.squashedOperandsExamined       524144                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu_cluster.cpus.squashedNonSpecRemoved         2769                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu_cluster.cpus.numIssuedDist::samples   4414358502                       # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::mean     0.040251                       # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::stdev     0.232679                       # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::underflows            0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::0   4265986047     96.64%     96.64% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::1    123854340      2.81%     99.44% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::2     19859481      0.45%     99.89% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::3      4526908      0.10%    100.00% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::4       131712      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::5           14      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::6            0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::7            0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::8            0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::overflows            0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::min_value            0                       # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::max_value            5                       # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.numIssuedDist::total   4414358502                       # Number of insts issued each cycle (Count)
system.cpu_cluster.cpus.statFuBusy::No_OpClass            0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu_cluster.cpus.statFuBusy::IntAlu      3252247     61.52%     61.52% # attempts to use FU when none available (Count)
system.cpu_cluster.cpus.statFuBusy::IntMult          658      0.01%     61.53% # attempts to use FU when none available (Count)
system.cpu_cluster.cpus.statFuBusy::IntDiv         9777      0.18%     61.72% # attempts to use FU when none available (Count)
system.cpu_cluster.cpus.statFuBusy::FloatAdd            0      0.00%     61.72% # attempts to use FU when none available (Count)
system.cpu_cluster.cpus.statFuBusy::FloatCmp            0      0.00%     61.72% # attempts to use FU when none available (Count)
system.cpu_cluster.cpus.statFuBusy::FloatCvt            0      0.00%     61.72% # attempts to use FU when none available (Count)
system.cpu_cluster.cpus.statFuBusy::FloatMult            0      0.00%     61.72% # attempts to use FU when none available (Count)
